"","x"
"459","<U+0001F4FB> @Igarrigavaz en @eslamananadeFJL:

""Exigimos que los catalanes puedan votar en libertad. Urge en Cataluña desalojar a la mafia separatista instalada en el gobierno de la Generalidad"".

<U+0001F4E2> #RecuperemosCataluña

<U+2B07> Hilo con sus intervenciones <U+2B07> https://t.co/ZYEbSvLbK1"
"460","<U+0001F534> EN DIRECTO | Rueda de prensa con @Santi_ABASCAL , @Jorgebuxade  y @Igarrigavaz  desde Barcelona con @diossandra 

<U+0001F4E1> Síguelo aquí https://t.co/zDTgjt8188
https://t.co/ESCjndkYd9 https://t.co/2WIS6Z9BoX"
"461","Egoísmo personificado. Es la diferencia que separa a un déspota de un líder. El segundo actúa por su pueblo y el primero para él. Hay que echarlos. 

#RecuperemosCataluña https://t.co/pTOLAwOlw8"
"462","Join ECR Party President @GiorgiaMeloni with VOX leader @Santi_ABASCAL tonight for 'The Future of Patriotism'. https://t.co/WWrST0BN5n"
"463","<U+2744><U+FE0F> Entrevista a @monasterioR en @LaHoraTVE:

Todas las administraciones han tenido errores en la gestión de #Filomena, desde @mitmagob a la @ComunidadMadrid y @MADRID.

#GobernarEsPreverYProveer

Hilo: https://t.co/RKmHmItUji"
"464","<U+0001F310> Este viernes sigue en DIRECTO la mesa redonda “El futuro del patriotismo”, con:

<U+0001F1EA><U+0001F1F8> @Santi_ABASCAL, presidente de VOX.
<U+0001F1EE><U+0001F1F9> @GiorgiaMeloni, presidente de @FratellidItalia.

<U+0001F4F9> Síguelo aquí a partir de las 21:00: https://t.co/n7wmAo3Yq3

¡No te lo pierdas! https://t.co/Q6SaAKdaVU"
"465","España debe protegerse, pero España no puede detenerse. 

No tienen derecho a arrestar a los españoles en sus casas condenándoles a la ruina. https://t.co/7F1CzOvMC4"
"466","El sindicato corrupto UGT ha sido condenado por desviar subvenciones para indemnizar sus despidos. Desde @AndaluciaVOX no nos cansaremos de pedir que devuelvan todo el dinero que han robado. 

Esta mafia sindical es una lacra que debe ser erradicada.

https://t.co/MSORtMuLZg"
"467","El PP quiere ser cómplice de la ruina. El confinamiento que pretenden, tan ilegal como el primero, llevará a la pobreza a millones de españoles. 

Sánchez lidera la peor gestión mundial de la pandemia y a Casado sólo se le ocurre ponerse al lado del gobierno ruinoso y liberticida https://t.co/mzdcA9I6Ba"
"468","Hace un año solicité que se cerrara #Barajas a turistas procedentes de China... me insultaron. Hoy pido controlar el acceso de vuelos de Latinoamérica por la nueva cepa de #Brasil ¡escuchad <U+0001F64F>!  https://t.co/NlLhICu7Xp"
"469","No solo se conforman con arruinar a los fruteros, ahora también los demonizan.

Sois unos cosmopaletos jugando a ser revolucionarios de la manita de los poderes económicos.

¿Cómo tenéis las agallas de decir que representáis a los trabajadores? 

¡Bajad el IVA como prometisteis! https://t.co/PcQJpieDvu"
"470","<U+0001F4AA> El futuro es de los patriotas.

<U+0001F5D3><U+FE0F> Mañana viernes, mesa redonda con @Santi_ABASCAL y @GiorgiaMeloni.

Intervienen @joseantoniokast, @Bromund, @sdkarlsson, @GroverNorquist, @Igarrigavaz y @Jorgebuxade.

<U+0001F449> Organiza el @ECRparty. Síguelo en directo aquí: https://t.co/QDhmWCJnrk https://t.co/83rwmowHNg"
"471","El que veis ahí rescatando y remolcando a un repartidor de Amazon es @Santi_ABASCAL.

A mí @Vox_es me da igual, pero la buena gente de corazón... esos militen donde militen siempre los sentiré de los míos. https://t.co/InztvlhAwI"
"472","<U+0001F310> Este viernes sigue en DIRECTO la mesa redonda “El futuro del patriotismo”, con:

<U+0001F1EA><U+0001F1F8> @Santi_ABASCAL, presidente de VOX.
<U+0001F1EE><U+0001F1F9> @GiorgiaMeloni, presidente de @FratellidItalia.

<U+0001F4F9> Síguelo aquí a partir de las 21:00: https://t.co/n7wmAo3Yq3

¡No te lo pierdas! https://t.co/Q6SaAKdaVU"
"473","España empieza el año liderando las cifras de la inmigración ilegal en Europa:

<U+0001F4C8> Las llegadas por mar ya suponen un incremento superior al 70% con respecto a estadísticas de 2020 para el mismo periodo (1/01-10/01).

Canarias vuelve a ser la ruta más castigada, 625 en 10 días. https://t.co/3PMunBX0qn"
"474","<U+0001F4FA> Este viernes a las 9:10, @monasterioR es entrevistada en @LaHoraTVE.

<U+0001F4E1> Puedes seguirlo aquí en directo: https://t.co/5wnYHdgESY

¡No te lo pierdas! https://t.co/uwIC0VChE5"
"475","<U+203C> #ÚLTIMAHORA | @Santi_ABASCAL forjará una alianza internacional para luchar contra la censura en las redes sociales. 

<U+0001F449> El viernes se reunirá en Barcelona con @GiorgiaMeloni @joseantoniokast y con miembros del partido republicano de Estados Unidos. 

https://t.co/RoNq3fQ8Fz"
"476","Abascal lidera la movilización contra el narcocomunismo con la Carta de Madrid. Ahora también contra la fuerza liberticida del Big Tech. Por la libertad, ni un paso atras.

""Abascal intenta forjar una alianza internacional contra la censura en las redes""
https://t.co/014MZOEyPm"
"477","Este salvaje debería haber estado encerrado hace mucho mucho tiempo.

Hay que endurecer las penas y dotar de más medios a las policías.

https://t.co/RX8QxuwexR"
"478","Hace un año la OMS nos dijo que la China comunista, que dejó escapar de sus fronteras un virus mortal, decía la verdad.

Hoy, mientras las economías del resto de países están hundidas, la china es la única que crece.

¡China culpable! ¡OMS culpable! https://t.co/AbvXfXm3YB"
"479","<U+0001F4F0> VOX instará a la UE a condenar el acoso separatista a partidos políticos en Cataluña. https://t.co/G9rh5nomkN"
"480","Abascal y Meloni debatirán este viernes sobre el futuro del patriotismo en Europa https://t.co/yRw3I0gjnd"
"481","<U+0001F4FB> Este viernes a las 9:15, entrevista a @Igarrigavaz en @eslamananadeFJL de @esRadio.

<U+0001F4E1> Síguelo aquí en directo: https://t.co/0iYOaidQ9D

<U+0001F4E2> ¡No te lo pierdas! #RecuperemosCataluña https://t.co/CR1Ff83wtc"
"482","<U+0001F4FA> @ivanedlm en @eltorotv ""Tenemos una clase política que es un auténtica zona catastrófica"".

<U+2B07> Hilo con sus intervenciones <U+2B07> https://t.co/128KNwxqRZ"
"483","Sois expertos en arreglar problemas que no existen. 

Eres ministra de un Gobierno que ante un problema real, la subida del 27% de la factura de la luz en medio de una crisis económica y la mayor ola de frío del siglo, abandona a los españoles.

¡Bajad el IVA como prometisteis! https://t.co/7oq1xvPtOS https://t.co/jwDWWh5ujN"
"484","Abascal intenta forjar una alianza internacional para luchar contra la censura en las redes https://t.co/jkIlCvNIsN Por @PalomaCervilla"
"485","Una semana más tarde siguen faltando medios. La gente agotada...la falta de previsión tiene consecuencias graves. https://t.co/GK4EaHtEeX"
"486","<U+0001F4FA> @ivanedlm ""Progresista es a progreso lo que carterista es a cartera"". https://t.co/EaUoEV2Mky"
"487","No, @J_Zaragoza_ 

Aquí los únicos cómplices de los asesinos, violadores y agresores de las mujeres sois vosotros, que los mantenéis en la calle junto a los ciudadanos decentes.

Los españoles saben que con VOX habrá cadena perpetua para los peores criminales. https://t.co/fRcsLEJ4Ez https://t.co/xgOfKsWdAM"
"488","<U+0001F4FA> @ivanedlm ""La única industria que crece cada año en este país es la industria política"". https://t.co/M0bXDTfbYU"
"489","<U+0001F621><U+0001F621><U+0001F621> Ataque a pedradas de 150 menas magrebíes contra cuatro policías y guardias civiles al sur de Gran Canaria.

¡No los queremos sueltos por la calle provocando inseguridad ni alojados en nuestros hoteles! 

<U+0001F4E2> #MenasFuera 

https://t.co/b2lSR3vNgl"
"490","<U+0001F4F0> PSOE y Podemos frenan una iniciativa de VOX en la Mesa del Congreso contra el apoyo de Zapatero a la narcodictadura de Maduro.

<U+0001F449> El expresidente es protegido por el Gobierno mientras se enriquece a costa de destruir el prestigio de España.

https://t.co/u3X2mW8n7w"
"491","<U+0001F4FA> @ivanedlm analiza en @Lanoche_24h la crisis del virus chino:

""Hay un desconocimiento profundo de cómo gestionarla y en vez de asumir esa responsabilidad, se la trasladan a los españoles"".

<U+2B07> Hilo con sus intervenciones <U+2B07> https://t.co/BObQakyHSW"
"492","<U+0001F4FA> @ivanedlm ""El 70% del coste de la factura eléctrica no tiene nada que ver con el coste de energía"". https://t.co/qs99OYS5s6"
"493","En VOX no vamos a tolerar la politización y el secuestro de las instituciones por parte de la mafia separatista.
Por ello, hemos denunciado al alcalde ante la Junta Electoral Central.
¡Por unas elecciones libres y en igualdad!
Recuperemos las instituciones.
#RecuperemosCataluña https://t.co/MKDeNtQBGr"
"494","<U+0001F4FA> @ivanedlm explica en qué se basa el apoyo de VOX a los gobiernos de Madrid, Murcia y Andalucía: https://t.co/VjMuQRjTtK"
"495","<U+0001F4FA> @ivanedlm ""VOX va a entrar en el Parlamento catalán y eso va a ser una enorme noticia para Cataluña y el conjunto de España"". https://t.co/RJTAsWwX3x"
"496","<U+0001F4FA> @ivanedlm ""Progresista es a progreso lo que carterista es a cartera"". https://t.co/EaUoEV2Mky"
"497","<U+0001F4FA> @ivanedlm ""El 70% del coste de la factura eléctrica no tiene nada que ver con el coste de energía"". https://t.co/qs99OYS5s6"
"498","<U+0001F4FA> @ivanedlm ""La única industria que crece cada año en este país es la industria política"". https://t.co/M0bXDTfbYU"
"499","<U+0001F4FA> @ivanedlm sobre el temporal Filomena:

""Nos han avisado de las consecuencias que iba a tener y nadie ha sido capaz de prever ni de proveer"". https://t.co/Tz9aefXL6T"
"500","<U+0001F4FA> @ivanedlm ""España está dando una imagen exterior no muy buena"". https://t.co/wdJOMx442V"
"501","<U+0001F4FA> @ivanedlm analiza en @Lanoche_24h la crisis del virus chino:

""Hay un desconocimiento profundo de cómo gestionarla y en vez de asumir esa responsabilidad, se la trasladan a los españoles"".

<U+2B07> Hilo con sus intervenciones <U+2B07> https://t.co/BObQakyHSW"
"502","“Existe un país que no parece haber sufrido las mismas dificultades. Un país, que paradójicamente ha sido el responsable de expandir la pandemia a nivel global fruto de su irresponsabilidad al comunicar los efectos de la enfermedad”

Por @edu_amagi 

https://t.co/1rQMi0m4C2"
"503","<U+0001F6AB><U+0001F4F1> Pretenden instaurar una dictadura digital que implante un discurso único. 

VOX dará la batalla en todas las redes sociales.

No hemos venido a someternos a ellos sino a luchar por ti <U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/Kx9apSOAkO"
"504","<U+26A0><U+FE0F> Una reyerta nocturna entre los menas alojados en el complejo turístico Tamanaco acaba a pedradas contra la policía.

Esto es lo que viven cada noche los vecinos que comparten calles con los hoteles donde ya se encuentran alojados más de 7.000 ilegales.

Así lo agradecen. <U+0001F447><U+0001F3FB> https://t.co/NriXNeVkMm"
"505","<U+0001F446>Desde el @VOX_Congreso hemos preguntado al Gobierno sobre los motivos por los que rechaza una bajada de impuestos en la factura de la luz:
<U+0001F7E2>El  5,112 % del Impto. a la Electricidad fijado por  PP en el año 2015
<U+0001F7E2>El  21% de IVA que además se aplica también al anterior impuesto"
"506","<U+0001F4FA> @MariscalZabala analiza en @eltorotv el nuevo ataque a las libertades que se está produciendo en las últimas horas en las redes sociales: 

""Nos encontramos ante un escenario nuevo, donde cabe preguntarse por qué las plataformas de redes sociales tienen tanto poder"". https://t.co/63AALHaexG"
"507","El abandono y la mentira son las palabras que definen a este Gobierno, cada día está más claro que #SoloQuedaVox https://t.co/bKu98hmm0A"
"508","Con Vox el agresor se pudriría en la cárcel el resto de su vida. https://t.co/XgvSB8Euij https://t.co/mYpG75gdfw"
"509","Italiani in ginocchio, governo allo sfascio. L'Italia non può permettersi di perdere altro tempo. Conte si dimetta. Elezioni subito."
"510","Facebook: https://t.co/kNzPppnMaN
Youtube: https://t.co/AYcMC7kRB6
Telegram: https://t.co/4yohFYXKxn
Instagram: https://t.co/PoWFyuH3IV
Gab: https://t.co/MXfS8fuTeV
Parler: https://t.co/hp1v7m20YH
Twich: https://t.co/YoepLbDPxl
TikTok: https://t.co/4i1J5IvXaA https://t.co/uvmaS11NuT"
"511","<U+0001F6AB><U+0001F4F1> Pretenden instaurar una dictadura digital que implante un discurso único. 

VOX dará la batalla en todas las redes sociales.

No hemos venido a someternos a ellos sino a luchar por ti <U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/Kx9apSOAkO"
"512","Así desprecian el resto de partidos tu seguridad.

VOX se quedó SOLO reclamando que la crisis migratoria fuera materia de Seguridad Nacional.

<U+0001F4E2> #StopInvasiónMigratoria https://t.co/Mlhu2wTNKK"
"513","<U+2620><U+FE0F> Este domingo nos sumaremos a la convocatoria de @vividores5 para defender la vida frente a la 'Ley de la muerte'

Los enfermos no deben pensar que son una carga.

En @vox_es queremos una Ley de Cuidados Paliativos para el 100% de la población.

#VoxPorLaVida
<U+274C> NO EUTANASIA https://t.co/RkD1BC9pRs"
"514","<U+203C><U+FE0F> #URGENTE | El Ayuntamiento de Figueras (Gerona) retira la pancarta de ""Llibertat presos polítics"" gracias a la denuncia de VOX.

No podemos tolerar que la mafia separatista use las instituciones a su antojo.

<U+0001F4E2> #RecuperemosCataluña

https://t.co/XHFKON9PSz"
"515","El gobierno debe bajar la factura  de la luz de forma urgente. 

Podría hacerlo mañana mismo y no lo hace porque cuanto más cara, mayor es la tajada que sacan a través de IVA y demás impuestos."
"516","<U+0001F534> EN DIRECTO | Entrevista a @Igarrigavaz que denuncia los escraches independentistas a @vox_es desde Barcelona con @diossandra 

<U+0001F4E1> Síguelo aquí https://t.co/8Ji6Xqhqwi
https://t.co/ESCjndkYd9 https://t.co/exSw2gULO7"
"517","<U+2716><U+FE0F>Contra los cierres de la hostelería

<U+0001F4CD>Domingo 17 de enero - MURCIA https://t.co/Rl6PBCJT7o"
"518","<U+274C>Miseria: es lo único que el Gobierno regional está consiguiendo para la hostelería

<U+0001F620>El sector no merece más mentiras y solo @Vox_Murcia exige que se le pague por el cierre.

<U+0001F4AA><U+0001F3FB>Estaremos apoyando a los hosteleros en sus justas reivindicaciones.
#SOSHostelería
 #SoloQuedaVOX <U+0001F1EA><U+0001F1F8> https://t.co/QxeRLtpVRy"
"519","La verdad es que es prácticamente imposible dejar callado a este monstruo incluso varios “periodistas” malintencionados juntos y en vivo. Responde tranquilo, rotundo, educado y con coherencia indiscutible. Mis respetos señor @ivanedlm https://t.co/Y21sUG03MP"
"520","<U+2744><U+FE0F> 4 millones de parados, más de 700.000 en ERTE y el Gobierno permite la subida a traición de la luz y el gas en medio de la mayor ola de frío del siglo.

El Gobierno de la mentira sigue abandonando a los españoles. https://t.co/RnuFqcra80"
"521","<U+2744> La mayor oleada de frío del siglo y el gobierno de la mentira abandona a los españoles, otra vez. https://t.co/ZB3o3dIuek"
"522","Atacan nuestra mayor industria, la automoción. Machacan a la electrointensiva con la electricidad más cara de Europa. Amenazan al diesel, fuel de vehículos industriales. Destruyen industria, comercio, hostelería y turismo. Y luego esto. 

Peor que sectarios; son ignorantes. https://t.co/XQC1ZjVAWn"
"523","<U+0001F4FA> Esta noche a las 22:10, @ivanedlm es entrevistado en @Lanoche_24h.

<U+0001F4E1> Síguelo aquí en directo: https://t.co/fKdp6miBX5

¡No te lo pierdas! https://t.co/vG35EfPj2n"
"524","Ni os imagináis la de personas que me dicen que van a votar a @vox_es en Cataluña. Currantes, gente de ley y orden, personas normales que agradecen que una fuerza política hablé claro y con valentía. Intentan difamarnos y consiguen lo contrario. Seguimos <U+0001F1EA><U+0001F1F8><U+0001F4AA>"
"525","<U+2744> La mayor oleada de frío del siglo y el gobierno de la mentira abandona a los españoles, otra vez. https://t.co/ZB3o3dIuek"
"526","No podemos tolerar que la mafia separatista use las instituciones, que son de todos, a su antojo.
Por ello, hemos denunciado a la alcaldesa de Figueras, entre otros, por no retirar la pancarta ilegal.

Recuperemos las instituciones.
#RecuperemosCataluña <U+0001F1EA><U+0001F1F8> https://t.co/rNsXolHmxJ"
"527","@WillyrexYT ¡Felicidades @WillyrexYT!"
"528","<U+203C><U+FE0F> VOX presenta un escrito ante el Supremo contra el indulto de los golpistas del 1-O.

<U+2696>  Como Acusación Popular durante la causa no vamos a consentir la impunidad de los condenados que intentaron romper España.

<U+0001F4E2>  #VOXÚtil

https://t.co/52PBr38IbI"
"529","Es cierto que el BOE ha publicado la licitación del @sanidadgob para crear un registro de vacunaciones. @VOX_Congreso:
<U+0001F534> Ha solicitado el expediente para conocer el alcance de ese registro.
<U+0001F534> Ha solicitado la comparecencia de la DG.
Se marca al ganado. Defenderemos la LIBERTAD. https://t.co/LcWi3K59fb https://t.co/3ciXblUX4K"
"530","<U+26A0><U+FE0F><U+0001F4A1> ¡INFAME!

El Gobierno rechaza bajar el 21% de IVA de la luz, como ocurrió con las mascarillas.

Son una banda de trileros al servicio de las grandes compañías y que trabajan en contra de los ciudadanos cuando peor lo están pasando.

<U+2B07><U+FE0F> HILO <U+2B07><U+FE0F>

https://t.co/GyXqN9CfkM"
"531","<U+203C><U+FE0F> VOX presenta un escrito ante el Supremo contra el indulto de los golpistas del 1-O.

<U+2696>  Como Acusación Popular durante la causa no vamos a consentir la impunidad de los condenados que intentaron romper España.

<U+0001F4E2>  #VOXÚtil

https://t.co/52PBr38IbI"
"532","<U+0001F449><U+0001F3FB> Exigimos una revalorización de su trabajo, unas condiciones laborales justas y la dotación de todos los medios posibles para la realización de su trabajo.

SOLIDARIDAD con los vigilantes de seguridad privada. https://t.co/a4eeR2TFzg"
"533","<U+0001F534><U+0001F534><U+0001F534> ÚLTIMA HORA: @vox_es presenta un escrito contra el indulto de los golpistas del 1-O: ""No se puede blanquear una actuación delictiva"", por @miguelpr83 https://t.co/i4AdroBLJF vía @libertaddigital"
"534","El Gobierno no subirá los impuestos a las clases trabajadoras... excepto a trabajadores, autónomos, y consumidores

La factura de la luz baja con este Gobierno... excepto que sube un 30%

El riesgo de Covid vuelve a ser marginal... excepto por los nuevos datos récord de contagios https://t.co/vt6NK8MQov"
"535","<U+0001F4A1> El uso de la calefacción, eléctrica o de gas, tiene que ser considerado un bien de primera necesidad, en ningún caso un lujo.

<U+0001F4C9> Urge reducir los impuestos de la factura de luz y gas frente al abuso de los políticos y las compañías eléctricas.

https://t.co/YDRH1PLwmJ"
"536","<U+203C><U+FE0F> TODOS los partidos rechazaron nuestra propuesta de declarar la llegada de inmigrantes ilegales como situación de interés para la Seguridad Nacional.

<U+0001F449> La infiltración de yihadistas en las pateras que llegan España es una realidad.

Son cómplices de lo que ocurra.

<U+2B07><U+FE0F> HILO <U+2B07><U+FE0F> https://t.co/0xXsbWLg8I https://t.co/AJvNnKQ0oR"
"537","<U+0001F914> ¿Qué opinión tiene VOX sobre el cambio climático?

<U+0001F4FA> @ivanedlm responde a Mónica López en TVE: ""Hay un afán del mundo progre en culpabilizar a los ciudadanos, atacar nuestra industria y desmontar nuestro sistema eléctrico"".

<U+0001F4E2> #LaHoraIvánEspinosa 

<U+2B07> HILO <U+2B07> https://t.co/zU4zeyybbf"
"538","Lo dice la calle, lo dice cualquier vecino que lo sufre: hemos dejado llegar en patera al islam radical a nuestra casa, ha crecido subvencionado y seguro en sus mezquitas salafistas.
Pero en @vox_es no pasaremos ni una. Expulsiones YA <U+0001F6D1>https://t.co/Uvjl8eriQj"
"539","VOX celebra la decisión de Trump de volver a incluir a Cuba en la lista de países patrocinadores del terrorismo: 'Es el motor del mal en Hispanoamérica' https://t.co/I5WZIRVp0r"
"540","<U+0001F4A1> El uso de la calefacción, eléctrica o de gas, tiene que ser considerado un bien de primera necesidad, en ningún caso un lujo.

<U+0001F4C9> Urge reducir los impuestos de la factura de luz y gas frente al abuso de los políticos y las compañías eléctricas.

https://t.co/YDRH1PLwmJ"
"541","Debatiendo en la Comisión sobre desinformación del Parlamento Europeo. ¿Que una empresa americana censure miles de perfiles no es injerencia en la libertad política de los europeos? ¿Qué ley ha aplicado twitter? Pero a los grupos del consenso progre no les preocupa. https://t.co/xmMFe9ZtG8 https://t.co/OsGDp0wPQY"
"542","<U+0001F4FA> @ivanedlm responde al progre de Daniel Basteiro:

""Asaltar las instituciones es inadmisible. Lo fue en el Parlamento de Cataluña, al intentar rodear el Congreso o el Parlamento andaluz"".

<U+0001F4E2> #LaHoraIvánEspinosa https://t.co/ywD0RU8BGE"
"543","<U+0001F4FA> @ivanedlm ""En España los que han intentado asaltar las instituciones son los separatistas, los podemitas o Susana Díaz"".

<U+0001F4E2> #LaHoraIvánEspinosa https://t.co/PrGLV2gsJ3"
"544","<U+0001F4FA> @ivanedlm sobre Trump:

""Ha sido un gran presidente de Estados Unidos"".

#LaHoraIvánEspinosa https://t.co/4C5tKKQm8a"
"545","<U+0001F4FA> @ivanedlm ""Las elecciones catalanas se celebrarán o aplazarán en función de la conveniencia de quienes las convocan, nada tiene que ver con la epidemia o el clima"".

<U+0001F4E2> #LaHoraIvánEspinosa https://t.co/lkvD5mS8fK"
"546","<U+0001F4FA> @ivanedlm sobre la gestión de los recursos durante Filomena:

""Creo que toda inacción de Sánchez es buena noticia. Que Sánchez se haya quedado en casa con mantita y peli es buena noticia, como que Casado no haya hecho nada"".

<U+0001F4E2> #LaHoraIvánEspinosa https://t.co/TqELGisZxX"
"547","<U+0001F4FA> @ivanedlm sobre la gestión de Filomena:

""Este sistema no funciona con independencia de quién gobierne. Tenemos unos gobernantes que son para declararles zona catastrófica a todos ellos"".

<U+0001F4E2> #LaHoraIvánEspinosa https://t.co/CBfBIXv8vk"
"548","<U+0001F4FA> Mónica López pide disculpas a @ivanedlm por un tuit sobre el cambio climático:

https://t.co/721o8QRNQJ https://t.co/RWi3PNY8jI"
"549","<U+0001F914> ¿Qué opinión tiene VOX sobre el cambio climático?

<U+0001F4FA> @ivanedlm responde a Mónica López en TVE: ""Hay un afán del mundo progre en culpabilizar a los ciudadanos, atacar nuestra industria y desmontar nuestro sistema eléctrico"".

<U+0001F4E2> #LaHoraIvánEspinosa 

<U+2B07> HILO <U+2B07> https://t.co/zU4zeyybbf"
"550","Censura. Se llama censura. Sin intervención de Juez y por motivos ideológicos. 

Twitter cancela más de 70.000 perfiles que difundían teorías de la conspiración a raíz del asalto al Capitolio https://t.co/NG4QeSbsJO a través de @epinternacional"
"551","<U+203C> @Jorgebuxade sobre las elecciones catalanas:

""Miles de catalanes van a llevar a VOX al Parlamento de Cataluña para recuperar nuestras instituciones, nuestros barrios y nuestros negocios abandonados por las élites"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/kx1YkjcaPY"
"552","Sois muchos los que os habéis abierto en las últimas horas una cuenta en las plataformas de redes sociales alternativas. 

Allí también me podéis seguir:

<U+27A1> En Gab: https://t.co/v2W0EHImKC
<U+27A1> En Parler: https://t.co/xL1DLYhHi1

¡No podrán silenciarnos! https://t.co/A4zENtomzM"
"553","<U+203C><U+FE0F> #ÚLTIMAHORA 

<U+0001F694> Los yihadistas detenidos en Barcelona llegaron a España en patera por Almería y estaban dispuestos a atentar.

El Gobierno permite que posibles terroristas entren ilegalmente cada día en nuestro país. Será responsable de lo que ocurra. 
https://t.co/eW05CZmB5D"
"554","O la soberanía se mantiene en nuestras naciones o las grandes multinacionales del Big Tech se harán con todo el poder.

Nos jugamos la libertad y la democracia frente a la censura progre que se extiende por todo el mundo.

¡Lucha y resistencia! <U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/wnZxc9LrgA"
"555","Gracias a todos los valientes que están ayudando durante este temporal.

Muy especialmente a nuestros militares que se dejan la piel al servicio de los españoles. Salvando a los que se quedan atrapados, repartiendo alimentos o liberando caminos.

¡Merecen un trato justo! <U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/OOT0ZQedTo"
"556","El delincuente sentenciado y prófugo Rafael Correa, recibe dinero público del Consejo Nacional Electoral q preside Diana Atamaint, a través de su movimiento político para hacer campaña en medios de comunicación.   Sin elecciones libres no hay democracia.
https://t.co/rQfzyAjCqn"
"557","El narcosocialismo prepara todas sus trampas de cara a las próximas elecciones en Ecuador. Arauz tiene detrás a Correa con todo su siniestra tropa del Foro de Sao Paulo. Son muchos los indicios de que esas elecciones están ya pervertidas sin remedio. https://t.co/RKhFnIUUll"
"558","Estos señalamientos públicos comienzan en redes sociales, platós y terminan en las agresiones a nuestros simpatizantes y afiliados.

Los partidos que no se sumen al manifiesto por las elecciones libres y democráticas serán cómplices. https://t.co/Cpr1jnEpK7"
"559","Lo dije en su día y lo repito: señores del PP, ustedes son cómplices del feminismo, del adoctrinamiento y de la vulneración de derechos fundamentales como la igualdad y la presunción de inocencia.
Y tanta cobardía para nada, porque la izquierda no les va a votar nunca. https://t.co/hlURbUTunp"
"560","Tentativa de homicidio entre inmigrantes ilegales en Lorca ( Murcia). Recién llegados de Maspalomas (Canarias) adonde habían llegado en patera y trasladados a Lorca en los aviones de la vergüenza de Marlaska que pagamos todos los confinados. HILO <U+0001F447><U+0001F3FB> https://t.co/6pc3du1BdB"
"561","Dice este señor que vosotros habéis pasado una Navidad mejor de lo que deberíais; mejor de lo que os merecéis. 

Te odian, te humillan. 

Merece sentarse ante un Juez de instrucción y explicar con detalle todas sus burlas a la nación. 

 https://t.co/CrtWRUe1rQ"
"562","Hoy la Policía Nacional ha detenido a 3 yihadistas que entraron en patera por Almería.

La inmigración ilegal es el primer paso de un proceso que termina en agresiones, robos, violaciones o, en el peor de los casos, atentados islámicos.

Fronteras seguras, barrios seguros. https://t.co/rUV5zwAkrF"
"563","¿No erais los que decíais que el Ejército es un gasto superfluo?

Nuestros militares están haciendo una gran labor. A estos profesionales hay que darles un futuro laboral estable y no echarles de una patada a los 45 años.

Seguiremos trabajando por ellos en el Congreso. HILO <U+0001F447> https://t.co/fBtjseXyXH https://t.co/WTMhsMjGwx"
"564","El 10 de diciembre advertimos del grave riesgo que lleva asociada la inmigración ilegal descontrolada en la Comisión de @dsn. TODOS los demás partidos negaron la evidencia. TODOS rechazaron nuestra PNL. Y nos llamaron racistas. Su negacionismo pone en riesgo nuestras vidas. https://t.co/JmgE4Rm556"
"565","Llevamos años avisando de esta realidad, y los demás partidos, TODOS, llevan años alentando el efecto llamada, y llamados xenófobos a los que pretendemos defender a los españoles. 

Insensatos. https://t.co/9c9i61lZfX"
"566","<U+0001F4FA> Este martes a las 8:50, @ivanedlm es entrevistado en @LaHoraTVE.

<U+0001F4E1> Síguelo aquí en directo: https://t.co/R7cQ10Tu1q

¡No te lo pierdas! https://t.co/TWPCBR3sBB"
"567","No establezcáis conexiones entre inmigración ilegal y yihadismo. 

No establezcáis conexiones entre inmigración ilegal y yihadismo. 

No establezcáis conexiones entre inmigración ilegal y yihadismo. 

No establezcáis conexiones entre inmigración ilegal y yihadismo. 

<U+2B07><U+FE0F> https://t.co/FuBiw7LtLW"
"568","<U+203C><U+FE0F> #ÚLTIMAHORA 

<U+0001F694> Los yihadistas detenidos en Barcelona llegaron a España en patera por Almería y estaban dispuestos a atentar.

El Gobierno permite que posibles terroristas entren ilegalmente cada día en nuestro país. Será responsable de lo que ocurra. 
https://t.co/eW05CZmB5D"
"569","<U+203C> @Jorgebuxade sobre las elecciones catalanas:

""Miles de catalanes van a llevar a VOX al Parlamento de Cataluña para recuperar nuestras instituciones, nuestros barrios y nuestros negocios abandonados por las élites"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/kx1YkjcaPY"
"570","<U+0001F4C8><U+0001F4A1> El Gobierno vive de propaganda, pero los millones de hogares a los que han subido la factura de la luz un 27% en plena ola de frío y nieve: NO.

¿Escudo social?

La izquierda globalista siempre contra los españoles de a pie. https://t.co/15GQOfazTn"
"571","O la soberanía se mantiene en nuestras naciones o las grandes multinacionales del Big Tech se harán con todo el poder.

Nos jugamos la libertad y la democracia frente a la censura progre que se extiende por todo el mundo.

¡Lucha y resistencia! <U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/wnZxc9LrgA"
